,person,name,description,abstract,birthPlaceName,lat,long,birthDate
4248,http://dbpedia.org/resource/Kitty_White,Kitty White,"Kitty Jean Bilbrew, better known as Kitty White (July 7, 1923 – August 11, 2009) was an American jazz singer who was popular in Los Angeles nightclubs. She recorded mostly on the West Coast with Buddy Collette, Gerald Wiggins, Chico Hamilton, Bud Shank and Red Callender. She sang many demo recordings for her friend, Los Angeles blues composer Jessie Mae Robinson, including ""I Went to Your Wedding,"" a No. 1 hit for Patti Page in 1953.","Kitty Jean Bilbrew, better known as Kitty White (July 7, 1923 – August 11, 2009) was an American jazz singer who was popular in Los Angeles nightclubs. She recorded mostly on the West Coast with Buddy Collette, Gerald Wiggins, Chico Hamilton, Bud Shank and Red Callender. She sang many demo recordings for her friend, Los Angeles blues composer Jessie Mae Robinson, including ""I Went to Your Wedding,"" a No. 1 hit for Patti Page in 1953.","Los Angeles, California, U.S.",34.05,-118.25,1923.0
4249,http://dbpedia.org/resource/Kjell_Bartholdsen,Kjell Bartholdsen,"Kjell Bartholdsen (2 October 1938 in Hammerfest – 6 November 2009) was a Norwegian jazz musician (saxophone), that lived in Bodø from 1968.","Kjell Bartholdsen (2 October 1938 in Hammerfest – 6 November 2009) was a Norwegian jazz musician (saxophone), that lived in Bodø from 1968.",http://dbpedia.org/resource/Finnmark,70.0,25.0,1938.0
4253,http://dbpedia.org/resource/Kjersti_Stubø,Kjersti Stubø,"Kjersti Aasan Stubø (born 25 April 1970) is a Norwegian Jazz musician vocalist, daughter and musical successor of Jazz guitarist Thorgeir Stubø (1943-1986), mother of elektronica musician Mathias Stubø (b. 1992), and sister of Jazz guitarist Håvard and theatre director Eirik Stubø.","Kjersti Aasan Stubø (born 25 April 1970) is a Norwegian Jazz musician vocalist, daughter and musical successor of Jazz guitarist Thorgeir Stubø (1943-1986), mother of elektronica musician Mathias Stubø (b. 1992), and sister of Jazz guitarist Håvard and theatre director Eirik Stubø.",http://dbpedia.org/resource/Northern_Norway,69.6667,19.0,1970.0
4257,http://dbpedia.org/resource/Kjetil_Jerve,Kjetil Jerve,Kjetil Jerve (born 28 August 1988) is a Norwegian jazz pianist and composer. He was born in Ålesund.,Kjetil Jerve (born 28 August 1988) is a Norwegian jazz pianist and composer. He was born in Ålesund.,"Ålesund, Norway",62.4778,6.19028,1988.0
4258,http://dbpedia.org/resource/Kjetil_Møster,Kjetil Møster,"Kjetil Traavik Møster (born 17 June 1976) is a Norwegian jazz musician (tenor and soprano saxophones, clarinet and bass clarinet) and composer, known from bands like The Core, Ultralyd, Brat, Zanussi 5, and performance with Chick Corea at Moldejazz 2000, later released on CD. He has also made his mark with experimental performances at the interface between electronic based fri-rock and jazz.","Kjetil Traavik Møster (born 17 June 1976) is a Norwegian jazz musician (tenor and soprano saxophones, clarinet and bass clarinet) and composer, known from bands like The Core, Ultralyd, Brat, Zanussi 5, and performance with Chick Corea at Moldejazz 2000, later released on CD. He has also made his mark with experimental performances at the interface between electronic based fri-rock and jazz.","Bergen, Hordaland, Norway",60.3894,5.33,1976.0
4260,http://dbpedia.org/resource/Kjetil_Steensnæs,Kjetil Steensnæs,"Kjetil Steensnæs (born 17 April 1976, in Haugesund, Norway) is a Norwegian musician (handling various string instruments, such as guitar, dobro, pedal steel guitar and banjo) known from a number of collaborations with musicians like Rita Eriksen, Maria Mena, Beady Belle, Morten Harket, Herborg Kråkevik, Sissel Kyrkjebø, Maria Solheim, Thomas Dybdahl, Sigvart Dagsland, Kari Bremnes, Anja Garbarek, Bjørn Eidsvåg, The Cardigans, Torun Eriksen, Unni Wilhelmsen, William Hut and .","Kjetil Steensnæs (born 17 April 1976, in Haugesund, Norway) is a Norwegian musician (handling various string instruments, such as guitar, dobro, pedal steel guitar and banjo) known from a number of collaborations with musicians like Rita Eriksen, Maria Mena, Beady Belle, Morten Harket, Herborg Kråkevik, Sissel Kyrkjebø, Maria Solheim, Thomas Dybdahl, Sigvart Dagsland, Kari Bremnes, Anja Garbarek, Bjørn Eidsvåg, The Cardigans, Torun Eriksen, Unni Wilhelmsen, William Hut and .",http://dbpedia.org/resource/Rogaland,59.0,6.0,1976.0
4264,http://dbpedia.org/resource/Klaus_Doldinger,Klaus Doldinger,Klaus Doldinger (born 12 May 1936) is a German saxophonist known for his work in jazz and as a film music composer. He was the recipient of 1997's Bavarian Film Awards.,Klaus Doldinger (born 12 May 1936) is a German saxophonist known for his work in jazz and as a film music composer. He was the recipient of 1997's Bavarian Film Awards.,"Berlin, Germany",52.52,13.405,1936.0
4265,http://dbpedia.org/resource/Klaus_Röder,Klaus Röder,"Klaus Röder (often spelled Roeder) is a German musician and music teacher, born 7 April 1948 in Stuttgart, Germany. He currently lives and teaches in Langenfeld (Rhld.), Germany. Röder is married and has three children. He studied violin and piano, then began a study of sound engineering in 1968, later switching to part-time studies in composition and guitar at the Robert Schumann Hochschule in Düsseldorf, ultimately graduating in 1980 with a diploma in electronic music composition.","Klaus Röder (often spelled Roeder) is a German musician and music teacher, born 7 April 1948 in Stuttgart, Germany. He currently lives and teaches in Langenfeld (Rhld.), Germany. Röder is married and has three children. He studied violin and piano, then began a study of sound engineering in 1968, later switching to part-time studies in composition and guitar at the Robert Schumann Hochschule in Düsseldorf, ultimately graduating in 1980 with a diploma in electronic music composition. Interested in experimental and avant garde music he began creating custom-made instruments, also using synthesizers and tape recorders to manipulate recorded sounds. During this period he played guitar (used as a sound trigger device for synthesizer) in a free jazz group, Synthesis, and briefly, during 1974, with the electronic band Kraftwerk. Since 1975 he has worked from his own electronic music studio, latterly using personal computers entirely for composing and creating music. Röder had an interview about his Kraftwerk time on music documentary film ""Kraftwerk And The Electronic Revolution"" produced by Rob Johnstone, released in 2008.",http://dbpedia.org/resource/Germany,51.0,9.0,1948.0
4275,http://dbpedia.org/resource/Klaus_Wunderlich,Klaus Wunderlich,Klaus Wunderlich (18 June 1931 – 28 October 1997) was a German easy listening organist.,Klaus Wunderlich (18 June 1931 – 28 October 1997) was a German easy listening organist.,"Chemnitz, Saxony, Germany",50.8333,12.9167,1931.0
4276,http://dbpedia.org/resource/Knut_Aalefjær,Knut Aalefjær,"Knut Aalefjær (born 21 December 1974 in Bærum) is a Norwegian jazz musician (drums and percussion), and composer, educated at the Norwegian Academy of Music. He is known as an eminent drummer who provide significant contributions in the Helge Lien Trio, the band Geir Lysne Listening Ensemble, with the vocalist Live Maria Roggen, the band of Kristin Asbjørnsen (known from Dadafon, Krøyt, and Nymark Collective), and many others.","Knut Aalefjær (born 21 December 1974 in Bærum) is a Norwegian jazz musician (drums and percussion), and composer, educated at the Norwegian Academy of Music. He is known as an eminent drummer who provide significant contributions in the Helge Lien Trio, the band Geir Lysne Listening Ensemble, with the vocalist Live Maria Roggen, the band of Kristin Asbjørnsen (known from Dadafon, Krøyt, and Nymark Collective), and many others.",http://dbpedia.org/resource/Bærum,59.9383,10.5067,1974.0
4277,http://dbpedia.org/resource/Knut_Kristiansen,Knut Kristiansen,"Knut Johan Bratland Kristiansen (born 14 April 1946) is a Norwegian composer and jazz musician (piano), known from Bergen jazz life primarily for his many interpretations of the music of Thelonious Monk as orchestra leader his own bands with various number of musicians involved.","Knut Johan Bratland Kristiansen (born 14 April 1946) is a Norwegian composer and jazz musician (piano), known from Bergen jazz life primarily for his many interpretations of the music of Thelonious Monk as orchestra leader his own bands with various number of musicians involved.","Bergen, Norway",60.3894,5.33,1946.0
4278,http://dbpedia.org/resource/Knut_Riisnæs,Knut Riisnæs,"Knut Riisnæs (born 13 November 1945) is a Norwegian jazz musician (saxophone and flute), arranger, and composer, son of pianist Eline Nygaard Riisnæs and brother of classical pianist Anne Eline Riisnæs (1951–) and jazz saxophonist Odd Riisnæs (1953–). The brothers are both known from a variety of recordings in Norway and internationally.","Knut Riisnæs (born 13 November 1945) is a Norwegian jazz musician (saxophone and flute), arranger, and composer, son of pianist Eline Nygaard Riisnæs and brother of classical pianist Anne Eline Riisnæs (1951–) and jazz saxophonist Odd Riisnæs (1953–). The brothers are both known from a variety of recordings in Norway and internationally.","Oslo, Norway",59.9139,10.7522,1945.0
4279,http://dbpedia.org/resource/Knut_Værnes,Knut Værnes,"Knut Værnes (born 1 April 1954) is a Norwegian jazz musician (guitar), composer and band leader, known from several recordings in the jazz rock genre. He grew up at Bøler in Oslo, where he became an accomplished guitarist.","Knut Værnes (born 1 April 1954) is a Norwegian jazz musician (guitar), composer and band leader, known from several recordings in the jazz rock genre. He grew up at Bøler in Oslo, where he became an accomplished guitarist.",http://dbpedia.org/resource/Trondheim,63.4297,10.3933,1954.0
4283,http://dbpedia.org/resource/Koby_Israelite,Koby Israelite,"Koby Israelite is a multi-instrumentalist composer, producer, songwriter and band leader. He released four albums through John Zorn's Tzadik Records label : 
* Dance of the Idiots (2003) 
* Mood Swings (2005) 
* Orobas: Book of Angels Volume 4 (2006) 
* Is He Listening? (2009). King Papaya was independently released in 2009 to positive reviews. As well as producing solo material Israelite has established a career producing for a range of artists, touring stages around the world and co-operating with a number of film, theatre and television companies.","Koby Israelite is a multi-instrumentalist composer, producer, songwriter and band leader. He released four albums through John Zorn's Tzadik Records label : 
* Dance of the Idiots (2003) 
* Mood Swings (2005) 
* Orobas: Book of Angels Volume 4 (2006) 
* Is He Listening? (2009). King Papaya was independently released in 2009 to positive reviews. As well as producing solo material Israelite has established a career producing for a range of artists, touring stages around the world and co-operating with a number of film, theatre and television companies.",http://dbpedia.org/resource/Tel_Aviv,32.0667,34.7833,1966.0
4284,http://dbpedia.org/resource/Konrad_Kaspersen,Konrad Kaspersen,"Konrad Kaspersen (born 1 March 1948 in Tromsø, Norway) is a Norwegian Jazz musician (upright bass).","Konrad Kaspersen (born 1 March 1948 in Tromsø, Norway) is a Norwegian Jazz musician (upright bass).",http://dbpedia.org/resource/Troms,69.8178,18.7819,1948.0
4288,http://dbpedia.org/resource/Krishna_Balagita,Krishna Balagita,"Krishna Balagita, popular by his first name Krishna (born March 26, 1967 in Jakarta), is a Jakarta-born musician, arranger and composer. He achieves his popularity through Ada Band, a well-known band in Indonesia whose songs hit are Krishna's own creation.","Krishna Balagita, popular by his first name Krishna (born March 26, 1967 in Jakarta), is a Jakarta-born musician, arranger and composer. He achieves his popularity through Ada Band, a well-known band in Indonesia whose songs hit are Krishna's own creation.","Jakarta, Indonesia",-6.2,106.817,1967.0
4289,http://dbpedia.org/resource/Kristin_Asbjørnsen,Kristin Asbjørnsen,"Kristin Asbjørnsen (born 12 May 1971) is a Norwegian jazz singer and composer whose focus is on improvised music. She is known for musical projects like Dadafon including with Carl Haakon Waadeland, Krøyt, Kvitretten, and Nymark Collective among others.","Kristin Asbjørnsen (born 12 May 1971) is a Norwegian jazz singer and composer whose focus is on improvised music. She is known for musical projects like Dadafon including with Carl Haakon Waadeland, Krøyt, Kvitretten, and Nymark Collective among others.","Lillehammer, Norway",61.1167,10.4667,1971.0
